date,crop_name,category,min_price,max_price,avg_price
2023-01-02,Okra,Vegetables,4.0,7000.0,69.59
2023-01-02,Onion,Vegetables,14.32,21.48,17.9
2023-01-02,Orange,Fruits,7.5,100.0,42.9
2023-01-02,Rice,Grains,8.0,75.0,29.71
2023-01-02,Pomegranate,Fruits,6.0,160.0,70.89
2023-01-02,Potato,Vegetables,10.43,15.64,13.03
2023-01-02,Tomato,Vegetables,10.0,14.99,12.49
2023-01-02,Turmeric,Herbs & Spices,45.29,100.0,65.08
2023-01-02,Watermelon,Fruits,3.0,30.0,12.77
2023-01-02,Green Onion,Vegetables,8.55,12.83,10.69
2023-01-02,Pear,Fruits,70.0,200.0,115.0
2023-01-02,Wheat,Grains,11.59,58.0,26.15
2023-01-02,Green Hot Pepper,Vegetables,22.64,33.95,28.3
2023-01-02,Grapes,Fruits,10.0,155.0,63.73
2023-01-02,Apple,Fruits,6.0,7000.0,77.39
2023-01-02,Banana,Fruits,4.4,5000.0,39.97
2023-01-02,Barley,Grains,16.0,32.03,27.58
2023-01-02,Bell Pepper,Vegetables,5.0,70.5,26.58
2023-01-02,Black pepper,Herbs & Spices,300.0,510.0,468.05
2023-01-02,Cabbage,Vegetables,8.75,13.13,10.94
2023-01-02,Cantaloupe,Fruits,5.0,65.0,21.5
2023-01-02,Green Beans,Vegetables,20.0,92.0,46.38
2023-01-02,Coriander Leaves,Herbs & Spices,15.12,22.68,18.9
2023-01-02,Corn,Grains,2.1,35.0,21.47
2023-01-02,Cucumber,Vegetables,4.0,61.0,22.25
2023-01-02,Cumin,Herbs & Spices,25.0,350.0,268.66
2023-01-02,Eggplant,Vegetables,2.0,140.0,14.85
2023-01-02,Garlic,Vegetables,22.98,34.47,28.72
2023-01-02,Ginger,Herbs & Spices,5.0,180.4,44.03
2023-01-02,Carrot,Vegetables,16.88,25.33,21.11
2023-01-03,Guava,Fruits,4.0,3000.0,41.34
2023-01-03,Lemon,Fruits,5.0,70.0,32.7
2023-01-03,Mango,Fruits,40.0,200.0,79.14
2023-01-03,Mint,Herbs & Spices,14.78,22.16,18.47
2023-01-03,Okra,Vegetables,4.0,8000.0,71.99
2023-01-03,Onion,Vegetables,15.07,22.6,18.83
2023-01-03,Orange,Fruits,12.5,90.0,45.26
2023-01-03,Rice,Grains,12.0,75.0,29.89
2023-01-03,Pomegranate,Fruits,10.0,160.0,72.58
2023-01-03,Potato,Vegetables,10.74,16.11,13.42
2023-01-03,Tomato,Vegetables,10.3,15.45,12.87
2023-01-03,Turmeric,Herbs & Spices,47.89,140.0,71.78
2023-01-03,Watermelon,Fruits,4.0,30.0,14.21
2023-01-03,Wheat,Grains,15.0,58.0,26.34
2023-01-03,Green Onion,Vegetables,8.18,12.27,10.23
2023-01-03,Pear,Fruits,70.0,90.0,80.0
2023-01-03,Green Hot Pepper,Vegetables,24.41,36.61,30.51
2023-01-03,Green Beans,Vegetables,7.0,87.0,46.72
2023-01-03,Grapes,Fruits,12.5,180.0,76.5
2023-01-03,Banana,Fruits,5.0,4000.0,40.21
2023-01-03,Barley,Grains,16.0,31.0,27.15
2023-01-03,Bell Pepper,Vegetables,4.0,100.0,28.52
2023-01-03,Black pepper,Herbs & Spices,350.0,556.69,474.4
2023-01-03,Cabbage,Vegetables,9.28,13.92,11.6
2023-01-03,Cantaloupe,Fruits,6.0,31.25,17.14
2023-01-03,Carrot,Vegetables,2.5,1500.0,22.59
2023-01-03,Apple,Fruits,6.0,7000.0,76.96
2023-01-03,Corn,Grains,2.0,35.0,21.18
2023-01-03,Cucumber,Vegetables,3.0,70.0,22.56
2023-01-03,Cumin,Herbs & Spices,150.01,362.55,281.33
2023-01-03,Eggplant,Vegetables,2.0,70.0,15.33
2023-01-03,Garlic,Vegetables,24.27,36.4,30.33
2023-01-03,Ginger,Herbs & Spices,8.0,100.0,45.16
2023-01-03,Coriander Leaves,Herbs & Spices,14.78,22.17,18.47
2023-01-04,Guava,Fruits,4.0,2500.0,38.82
2023-01-04,Lemon,Fruits,4.5,80.0,32.94
2023-01-04,Mango,Fruits,20.0,200.0,80.41
2023-01-04,Mint,Herbs & Spices,16.41,24.61,20.51
2023-01-04,Okra,Vegetables,4.0,8000.0,72.08
2023-01-04,Onion,Vegetables,15.05,22.57,18.81
2023-01-04,Orange,Fruits,8.0,80.0,44.48
2023-01-04,Potato,Vegetables,10.55,15.83,13.19
2023-01-04,Pomegranate,Fruits,10.0,180.0,73.22
2023-01-04,Rice,Grains,13.0,68.0,29.86
2023-01-04,Tomato,Vegetables,10.03,15.05,12.54
2023-01-04,Turmeric,Herbs & Spices,38.88,130.0,65.02
2023-01-04,Wheat,Grains,15.8,277.51,26.33
2023-01-04,Green Onion,Vegetables,7.9,11.85,9.87
2023-01-04,Pear,Fruits,70.0,113.0,90.75
2023-01-04,Green Hot Pepper,Vegetables,2.76,150.0,29.99
2023-01-04,Watermelon,Fruits,3.0,25.0,12.75
2023-01-04,Grapes,Fruits,10.0,170.0,68.99
2023-01-04,Apple,Fruits,4.0,8000.0,102.59
2023-01-04,Banana,Fruits,4.4,4000.0,38.36
2023-01-04,Barley,Grains,15.0,31.87,27.21
2023-01-04,Bell Pepper,Vegetables,5.0,100.0,28.91
2023-01-04,Black pepper,Herbs & Spices,400.0,550.0,476.54
2023-01-04,Cabbage,Vegetables,9.09,13.64,11.36
2023-01-04,Cantaloupe,Fruits,3.0,50.0,21.0
2023-01-04,Green Beans,Vegetables,7.0,82.0,45.8
2023-01-04,Coriander Leaves,Herbs & Spices,14.66,21.99,18.32
2023-01-04,Corn,Grains,2.0,37.0,21.34
2023-01-04,Cucumber,Vegetables,3.0,105.7,23.16
2023-01-04,Cumin,Herbs & Spices,85.5,350.0,270.17
2023-01-04,Eggplant,Vegetables,2.0,60.0,14.98
2023-01-04,Garlic,Vegetables,24.17,36.26,30.22
2023-01-04,Ginger,Herbs & Spices,8.0,100.0,44.16
2023-01-04,Carrot,Vegetables,2.5,1500.0,22.25
2023-01-05,Green Onion,Vegetables,9.68,14.51,12.1
2023-01-05,Guava,Fruits,4.0,2500.0,37.82
2023-01-05,Lemon,Fruits,4.25,650.0,36.43
2023-01-05,Mango,Fruits,25.0,850.0,160.72
2023-01-05,Mint,Herbs & Spices,5.0,62.0,30.0
2023-01-05,Okra,Vegetables,4.0,8000.0,80.42
2023-01-05,Onion,Vegetables,15.34,23.01,19.18
2023-01-05,Rice,Grains,19.0,81.0,29.81
2023-01-05,Pomegranate,Fruits,10.0,160.0,71.54
2023-01-05,Potato,Vegetables,10.94,16.41,13.67
2023-01-05,Tomato,Vegetables,10.73,16.1,13.41
2023-01-05,Turmeric,Herbs & Spices,40.04,140.0,71.87
2023-01-05,Watermelon,Fruits,3.0,32.0,14.78
2023-01-05,Green Hot Pepper,Vegetables,26.06,39.09,32.57
2023-01-05,Orange,Fruits,7.0,100.0,44.04
2023-01-05,Green Beans,Vegetables,15.0,82.0,47.28
2023-01-05,Wheat,Grains,16.0,48.2,26.1
2023-01-05,Ginger,Herbs & Spices,4.0,750.0,48.63
2023-01-05,Apple,Fruits,10.0,8000.0,103.68
2023-01-05,Banana,Fruits,4.4,4000.0,43.56
2023-01-05,Barley,Grains,18.5,32.0,27.33
2023-01-05,Bell Pepper,Vegetables,5.0,110.0,28.93
2023-01-05,Black pepper,Herbs & Spices,400.0,540.0,475.51
2023-01-05,Cabbage,Vegetables,9.91,14.86,12.39
2023-01-05,Cantaloupe,Fruits,6.0,74.0,25.05
2023-01-05,Grapes,Fruits,12.5,200.0,75.05
2023-01-05,Coriander Leaves,Herbs & Spices,20.68,31.02,25.85
2023-01-05,Corn,Grains,10.0,35.0,21.41
2023-01-05,Cucumber,Vegetables,19.67,29.51,24.59
2023-01-05,Cumin,Herbs & Spices,144.5,355.0,287.68
2023-01-05,Eggplant,Vegetables,2.0,450.0,16.23
2023-01-05,Garlic,Vegetables,29.62,44.43,37.02
2023-01-05,Carrot,Vegetables,2.5,2000.0,25.35
2023-01-06,Green Onion,Vegetables,8.9,13.35,11.13
2023-01-06,Guava,Fruits,5.0,80.0,20.27
2023-01-06,Lemon,Fruits,7.5,650.0,36.49
2023-01-06,Mango,Fruits,22.5,850.0,135.17
2023-01-06,Mint,Herbs & Spices,19.88,29.82,24.85
2023-01-06,Okra,Vegetables,4.0,650.0,43.68
2023-01-06,Onion,Vegetables,15.66,23.5,19.58
2023-01-06,Potato,Vegetables,11.16,16.74,13.95
2023-01-06,Pomegranate,Fruits,6.0,160.0,68.97
2023-01-06,Rice,Grains,17.0,155.0,29.77
2023-01-06,Tomato,Vegetables,10.96,16.45,13.71
2023-01-06,Turmeric,Herbs & Spices,17.0,115.0,71.0
2023-01-06,Watermelon,Fruits,3.0,30.0,13.95
2023-01-06,Green Hot Pepper,Vegetables,26.05,39.07,32.56
2023-01-06,Orange,Fruits,8.0,100.0,48.72
2023-01-06,Wheat,Grains,17.65,42.0,26.1
2023-01-06,Green Beans,Vegetables,8.0,550.0,55.5
2023-01-06,Ginger,Herbs & Spices,12.0,750.0,49.07
2023-01-06,Grapes,Fruits,12.5,200.0,76.54
2023-01-06,Apple,Fruits,6.0,175.0,54.09
2023-01-06,Banana,Fruits,4.4,500.0,32.01
2023-01-06,Barley,Grains,16.0,32.0,27.3
2023-01-06,Black pepper,Herbs & Spices,300.0,540.0,472.46
2023-01-06,Cabbage,Vegetables,10.3,15.45,12.88
2023-01-06,Cantaloupe,Fruits,6.0,43.75,19.41
2023-01-06,Bell Pepper,Vegetables,4.0,110.0,29.32
2023-01-06,Coriander Leaves,Herbs & Spices,15.98,23.97,19.97
2023-01-06,Corn,Grains,2.1,55.62,21.43
2023-01-06,Cucumber,Vegetables,3.0,350.0,24.96
2023-01-06,Cumin,Herbs & Spices,136.5,331.75,282.81
2023-01-06,Eggplant,Vegetables,2.0,450.0,16.75
2023-01-06,Garlic,Vegetables,29.04,43.55,36.29
2023-01-06,Carrot,Vegetables,2.0,450.0,20.6
2023-01-07,Okra,Vegetables,4.0,650.0,42.37
2023-01-07,Green Onion,Vegetables,7.49,11.24,9.37
2023-01-07,Guava,Fruits,4.0,80.0,19.96
2023-01-07,Lemon,Fruits,5.0,650.0,36.57
2023-01-07,Mango,Fruits,3.0,850.0,148.14
2023-01-07,Mint,Herbs & Spices,12.58,18.87,15.73
2023-01-07,Onion,Vegetables,14.96,22.44,18.7
2023-01-07,Watermelon,Fruits,3.0,30.0,13.62
2023-01-07,Pear,Fruits,170.0,170.0,170.0
2023-01-07,Pomegranate,Fruits,5.0,190.0,71.73
2023-01-07,Potato,Vegetables,11.29,16.93,14.11
2023-01-07,Rice,Grains,17.0,83.0,29.79
2023-01-07,Tomato,Vegetables,10.55,15.83,13.19
2023-01-07,Turmeric,Herbs & Spices,45.6,95.6,71.91
2023-01-07,Wheat,Grains,17.0,75.0,26.33
2023-01-07,Orange,Fruits,8.0,116.0,43.55
2023-01-07,Green Hot Pepper,Vegetables,25.67,38.5,32.08
2023-01-07,Grapes,Fruits,12.5,220.0,70.03
2023-01-07,Ginger,Herbs & Spices,3.5,650.0,46.41
2023-01-07,Apple,Fruits,6.0,220.0,55.76
2023-01-07,Banana,Fruits,4.4,500.0,31.18
2023-01-07,Barley,Grains,16.0,32.0,27.49
2023-01-07,Bell Pepper,Vegetables,5.0,110.0,26.69
2023-01-07,Black pepper,Herbs & Spices,250.0,560.0,461.71
2023-01-07,Cabbage,Vegetables,9.4,14.1,11.75
2023-01-07,Cantaloupe,Fruits,7.0,50.0,20.37
2023-01-07,Green Beans,Vegetables,7.0,550.0,55.7
2023-01-07,Coriander Leaves,Herbs & Spices,14.88,22.31,18.6
2023-01-07,Corn,Grains,2.11,31.0,21.02
2023-01-07,Cucumber,Vegetables,3.0,350.0,24.03
2023-01-07,Cumin,Herbs & Spices,79.5,333.25,277.07
2023-01-07,Eggplant,Vegetables,12.98,19.47,16.22
2023-01-07,Garlic,Vegetables,29.26,43.89,36.57
2023-01-07,Carrot,Vegetables,2.0,550.0,19.93
2023-01-08,Lemon,Fruits,4.5,70.0,32.36
2023-01-08,Mango,Fruits,30.0,125.0,66.67
2023-01-08,Mint,Herbs & Spices,7.96,11.95,9.96
2023-01-08,Okra,Vegetables,4.0,100.0,35.78
2023-01-08,Onion,Vegetables,14.26,21.38,17.82
2023-01-08,Orange,Fruits,8.0,95.0,39.21
2023-01-08,Pear,Fruits,75.0,85.0,80.0
2023-01-08,Rice,Grains,17.1,76.0,29.54
2023-01-08,Potato,Vegetables,2.81,48.0,12.13
2023-01-08,Tomato,Vegetables,9.49,14.24,11.87
2023-01-08,Turmeric,Herbs & Spices,94.3,95.6,95.0
2023-01-08,Watermelon,Fruits,3.0,24.0,11.88
2023-01-08,Wheat,Grains,18.5,33.65,25.33
2023-01-08,Guava,Fruits,7.3,48.0,18.03
2023-01-08,Pomegranate,Fruits,7.0,160.0,65.03
2023-01-08,Green Onion,Vegetables,6.14,9.21,7.68
2023-01-08,Green Hot Pepper,Vegetables,2.29,120.0,29.1
2023-01-08,Green Beans,Vegetables,8.0,70.0,44.53
2023-01-08,Apple,Fruits,10.0,150.0,54.44
2023-01-08,Banana,Fruits,4.4,65.0,23.32
2023-01-08,Barley,Grains,16.0,30.2,26.36
2023-01-08,Bell Pepper,Vegetables,8.0,60.0,24.82
2023-01-08,Cabbage,Vegetables,8.52,12.77,10.65
2023-01-08,Cantaloupe,Fruits,5.5,20.0,13.22
2023-01-08,Carrot,Vegetables,2.0,100.0,16.48
2023-01-08,Black pepper,Herbs & Spices,428.0,495.0,466.67
2023-01-08,Corn,Grains,12.0,26.01,20.5
2023-01-08,Cucumber,Vegetables,3.0,50.0,21.76
2023-01-08,Eggplant,Vegetables,2.0,50.0,14.6
2023-01-08,Garlic,Vegetables,2.0,60.0,26.71
2023-01-08,Ginger,Herbs & Spices,3.5,100.0,40.49
2023-01-08,Grapes,Fruits,12.5,180.0,70.82
2023-01-08,Coriander Leaves,Herbs & Spices,12.35,18.53,15.44
2023-01-09,Onion,Vegetables,15.86,23.8,19.83
2023-01-09,Guava,Fruits,5.0,80.0,22.36
2023-01-09,Lemon,Fruits,5.0,650.0,37.86
2023-01-09,Mango,Fruits,30.0,850.0,128.83
2023-01-09,Mint,Herbs & Spices,4.0,400.0,70.14
2023-01-09,Okra,Vegetables,2.0,550.0,44.56
2023-01-09,Orange,Fruits,8.0,90.0,43.6
2023-01-09,Wheat,Grains,18.0,42.12,26.21
2023-01-09,Pomegranate,Fruits,4.0,190.0,71.66
2023-01-09,Potato,Vegetables,10.94,16.41,13.68
2023-01-09,Rice,Grains,14.0,88.0,30.05
2023-01-09,Tomato,Vegetables,11.25,16.88,14.06
2023-01-09,Turmeric,Herbs & Spices,8.0,115.0,66.23
2023-01-09,Watermelon,Fruits,3.0,30.0,14.09
2023-01-09,Green Onion,Vegetables,2.0,22.0,11.25
2023-01-09,Pear,Fruits,150.0,180.0,165.0
2023-01-09,Green Hot Pepper,Vegetables,26.51,39.76,33.13
2023-01-09,Apple,Fruits,6.0,220.0,56.61
2023-01-09,Grapes,Fruits,12.5,220.0,72.94
2023-01-09,Green Beans,Vegetables,22.0,450.0,53.97
2023-01-09,Banana,Fruits,4.4,500.0,33.08
2023-01-09,Barley,Grains,16.0,32.5,27.21
2023-01-09,Bell Pepper,Vegetables,5.0,100.0,29.56
2023-01-09,Cabbage,Vegetables,9.98,14.97,12.47
2023-01-09,Cantaloupe,Fruits,5.5,45.0,20.73
2023-01-09,Carrot,Vegetables,2.5,550.0,20.3
2023-01-09,Black pepper,Herbs & Spices,400.0,580.0,481.78
2023-01-09,Corn,Grains,2.14,31.0,21.13
2023-01-09,Cucumber,Vegetables,3.0,350.0,25.88
2023-01-09,Cumin,Herbs & Spices,80.0,355.0,300.45
2023-01-09,Eggplant,Vegetables,13.45,20.18,16.82
2023-01-09,Garlic,Vegetables,29.14,43.7,36.42
2023-01-09,Ginger,Herbs & Spices,4.5,750.0,51.01
2023-01-09,Coriander Leaves,Herbs & Spices,20.59,30.88,25.73
2023-01-10,Onion,Vegetables,15.28,22.92,19.1
2023-01-10,Guava,Fruits,4.1,80.0,21.48
2023-01-10,Lemon,Fruits,4.5,650.0,35.94
2023-01-10,Mango,Fruits,25.0,850.0,137.5
2023-01-10,Mint,Herbs & Spices,5.0,61.0,28.25
2023-01-10,Okra,Vegetables,4.0,550.0,43.68
2023-01-10,Orange,Fruits,8.0,120.0,45.51
2023-01-10,Wheat,Grains,15.2,47.1,26.3
2023-01-10,Pomegranate,Fruits,10.0,200.0,69.4
2023-01-10,Potato,Vegetables,10.66,15.99,13.32
2023-01-10,Rice,Grains,15.5,90.0,29.92
2023-01-10,Tomato,Vegetables,10.83,16.25,13.54
2023-01-10,Turmeric,Herbs & Spices,40.25,95.6,61.56
2023-01-10,Watermelon,Fruits,3.0,30.0,16.33
2023-01-10,Green Onion,Vegetables,2.5,27.0,11.5
2023-01-10,Pear,Fruits,130.0,130.0,130.0
2023-01-10,Green Hot Pepper,Vegetables,2.0,650.0,32.42
2023-01-10,Apple,Fruits,6.0,220.0,56.73
2023-01-10,Grapes,Fruits,12.5,200.0,75.7
2023-01-10,Banana,Fruits,5.5,500.0,31.74
2023-01-10,Barley,Grains,16.0,32.6,27.46
2023-01-10,Bell Pepper,Vegetables,5.0,100.0,28.31
2023-01-10,Black pepper,Herbs & Spices,400.0,560.0,472.09
2023-01-10,Cabbage,Vegetables,9.22,13.83,11.52
2023-01-10,Cantaloupe,Fruits,6.0,50.0,22.68
2023-01-10,Carrot,Vegetables,2.0,550.0,20.07
2023-01-10,Green Beans,Vegetables,7.0,450.0,50.77
2023-01-10,Corn,Grains,2.16,45.4,21.39
2023-01-10,Cucumber,Vegetables,2.0,350.0,24.2
2023-01-10,Cumin,Herbs & Spices,142.5,350.0,294.14
2023-01-10,Eggplant,Vegetables,13.38,20.07,16.73
2023-01-10,Garlic,Vegetables,28.53,42.79,35.66
2023-01-10,Ginger,Herbs & Spices,10.0,750.0,47.67
2023-01-10,Coriander Leaves,Herbs & Spices,17.11,25.67,21.39
2023-01-11,Guava,Fruits,3.0,80.0,21.5
2023-01-11,Lemon,Fruits,4.7,650.0,36.09
2023-01-11,Mango,Fruits,18.5,850.0,138.8
2023-01-11,Mint,Herbs & Spices,12.9,19.35,16.12
2023-01-11,Okra,Vegetables,4.0,550.0,44.9
2023-01-11,Onion,Vegetables,15.04,22.57,18.81
2023-01-11,Orange,Fruits,8.0,110.0,47.01
2023-01-11,Potato,Vegetables,10.58,15.86,13.22
2023-01-11,Pomegranate,Fruits,10.0,250.0,73.46
2023-01-11,Rice,Grains,17.1,68.0,29.86
2023-01-11,Tomato,Vegetables,10.5,15.75,13.12
2023-01-11,Turmeric,Herbs & Spices,40.0,130.0,66.89
2023-01-11,Watermelon,Fruits,3.0,30.0,13.73
2023-01-11,Green Onion,Vegetables,8.64,12.97,10.81
2023-01-11,Pear,Fruits,75.0,150.0,115.0
2023-01-11,Wheat,Grains,15.05,59.6,26.46
2023-01-11,Green Hot Pepper,Vegetables,25.74,38.61,32.17
2023-01-11,Grapes,Fruits,53.96,80.94,67.45
2023-01-11,Green Beans,Vegetables,7.0,450.0,52.18
2023-01-11,Apple,Fruits,3.0,175.0,55.23
2023-01-11,Banana,Fruits,4.4,550.0,32.17
2023-01-11,Barley,Grains,16.0,32.8,27.27
2023-01-11,Bell Pepper,Vegetables,5.0,100.0,28.06
2023-01-11,Cabbage,Vegetables,9.18,13.77,11.48
2023-01-11,Cantaloupe,Fruits,5.0,43.0,21.9
2023-01-11,Black pepper,Herbs & Spices,428.0,560.0,474.3
2023-01-11,Coriander Leaves,Herbs & Spices,14.1,21.15,17.63
2023-01-11,Corn,Grains,2.15,35.0,21.33
2023-01-11,Cucumber,Vegetables,3.0,350.0,24.46
2023-01-11,Cumin,Herbs & Spices,141.5,350.0,302.61
2023-01-11,Eggplant,Vegetables,14.02,21.02,17.52
2023-01-11,Garlic,Vegetables,28.66,42.99,35.83
2023-01-11,Ginger,Herbs & Spices,3.5,750.0,46.81
2023-01-11,Carrot,Vegetables,2.0,450.0,19.34
2023-01-12,Onion,Vegetables,14.96,22.43,18.69
2023-01-12,Guava,Fruits,4.0,2500.0,38.61
2023-01-12,Lemon,Fruits,7.5,650.0,36.06
2023-01-12,Mango,Fruits,15.0,850.0,149.95
2023-01-12,Mint,Herbs & Spices,16.67,25.01,20.84
2023-01-12,Okra,Vegetables,4.0,8000.0,78.64
2023-01-12,Orange,Fruits,7.5,100.0,47.52
2023-01-12,Green Onion,Vegetables,8.42,12.63,10.53
2023-01-12,Pomegranate,Fruits,5.0,200.0,69.64
2023-01-12,Potato,Vegetables,10.02,15.02,12.52
2023-01-12,Rice,Grains,10.0,75.7,29.6
2023-01-12,Tomato,Vegetables,10.41,15.61,13.01
2023-01-12,Turmeric,Herbs & Spices,32.8,130.0,66.61
2023-01-12,Watermelon,Fruits,4.0,60.0,14.88
2023-01-12,Wheat,Grains,10.63,58.0,26.47
2023-01-12,Pear,Fruits,123.33,123.33,123.33
2023-01-12,Green Hot Pepper,Vegetables,25.66,38.49,32.07
2023-01-12,Green Beans,Vegetables,7.0,450.0,51.45
2023-01-12,Grapes,Fruits,58.63,87.94,73.28
2023-01-12,Banana,Fruits,3.5,550.0,32.84
2023-01-12,Barley,Grains,16.0,33.11,27.45
2023-01-12,Bell Pepper,Vegetables,5.0,100.0,28.21
2023-01-12,Black pepper,Herbs & Spices,48.6,560.0,448.57
2023-01-12,Cabbage,Vegetables,9.49,14.23,11.86
2023-01-12,Cantaloupe,Fruits,5.0,50.0,19.95
2023-01-12,Carrot,Vegetables,2.0,1500.0,23.16
2023-01-12,Apple,Fruits,4.0,175.0,56.12
2023-01-12,Corn,Grains,2.05,35.0,21.43
2023-01-12,Cucumber,Vegetables,3.0,350.0,24.51
2023-01-12,Cumin,Herbs & Spices,89.44,367.5,292.25
2023-01-12,Eggplant,Vegetables,14.64,21.96,18.3
2023-01-12,Garlic,Vegetables,28.29,42.43,35.36
2023-01-12,Ginger,Herbs & Spices,4.5,750.0,47.38
2023-01-12,Coriander Leaves,Herbs & Spices,13.24,19.85,16.55
2023-01-13,Guava,Fruits,4.0,80.0,19.14
2023-01-13,Lemon,Fruits,6.0,550.0,34.84
2023-01-13,Mango,Fruits,57.0,850.0,139.39
2023-01-13,Mint,Herbs & Spices,4.0,61.0,29.14
2023-01-13,Okra,Vegetables,4.0,650.0,48.35
2023-01-13,Onion,Vegetables,15.27,22.91,19.09
2023-01-13,Orange,Fruits,7.5,128.0,48.89
2023-01-13,Rice,Grains,17.0,77.0,29.39
2023-01-13,Potato,Vegetables,10.98,16.47,13.73
2023-01-13,Tomato,Vegetables,2.0,350.0,14.24
2023-01-13,Turmeric,Herbs & Spices,34.0,117.0,73.99
2023-01-13,Watermelon,Fruits,3.0,40.0,15.42
2023-01-13,Wheat,Grains,5.75,51.25,26.32
2023-01-13,Green Onion,Vegetables,7.94,11.92,9.93
2023-01-13,Pomegranate,Fruits,8.0,180.0,69.09
2023-01-13,Green Hot Pepper,Vegetables,26.31,39.47,32.89
2023-01-13,Green Beans,Vegetables,8.0,550.0,54.96
2023-01-13,Grapes,Fruits,12.5,220.0,68.47
2023-01-13,Apple,Fruits,7.0,220.0,57.56
2023-01-13,Banana,Fruits,4.4,550.0,33.71
2023-01-13,Barley,Grains,16.0,33.0,27.41
2023-01-13,Bell Pepper,Vegetables,4.0,121.0,29.42
2023-01-13,Cabbage,Vegetables,10.18,15.27,12.72
2023-01-13,Cantaloupe,Fruits,7.0,40.0,24.81
2023-01-13,Carrot,Vegetables,2.0,450.0,21.1
2023-01-13,Black pepper,Herbs & Spices,48.8,560.0,441.92
2023-01-13,Corn,Grains,14.0,35.0,21.45
2023-01-13,Cucumber,Vegetables,3.0,350.0,24.9
2023-01-13,Cumin,Herbs & Spices,90.0,348.5,286.46
2023-01-13,Eggplant,Vegetables,15.08,22.61,18.84
2023-01-13,Garlic,Vegetables,2.0,1750.0,40.13
2023-01-13,Ginger,Herbs & Spices,11.5,750.0,47.85
2023-01-13,Coriander Leaves,Herbs & Spices,14.75,22.12,18.43
2023-01-14,Onion,Vegetables,15.02,22.54,18.78
2023-01-14,Guava,Fruits,3.1,80.0,19.81
2023-01-14,Lemon,Fruits,5.25,550.0,39.54
2023-01-14,Mango,Fruits,70.0,850.0,266.25
2023-01-14,Mint,Herbs & Spices,18.52,27.79,23.15
2023-01-14,Okra,Vegetables,4.0,650.0,46.35
2023-01-14,Orange,Fruits,8.0,140.0,41.79
2023-01-14,Wheat,Grains,16.0,52.0,26.04
2023-01-14,Pomegranate,Fruits,10.0,160.0,68.33
2023-01-14,Potato,Vegetables,10.1,15.16,12.63
2023-01-14,Rice,Grains,7.2,74.35,29.6
2023-01-14,Tomato,Vegetables,10.7,16.06,13.38
2023-01-14,Turmeric,Herbs & Spices,53.0,95.6,69.65
2023-01-14,Watermelon,Fruits,3.0,30.0,14.56
2023-01-14,Green Onion,Vegetables,7.59,11.39,9.49
2023-01-14,Pear,Fruits,123.0,123.0,123.0
2023-01-14,Green Hot Pepper,Vegetables,4.0,650.0,32.36
2023-01-14,Apple,Fruits,6.0,162.0,57.6
2023-01-14,Grapes,Fruits,14.0,220.0,66.32
2023-01-14,Green Beans,Vegetables,8.0,550.0,55.49
2023-01-14,Banana,Fruits,4.4,550.0,32.13
2023-01-14,Barley,Grains,16.0,36.6,27.61
