date,crop_name,category,min_price,max_price,avg_price
2010-01-05,Onion,Vegetables,11.81,17.71,14.76
2010-01-05,Peach,Fruits,13.0,15.0,14.0
2010-01-05,Guava,Fruits,7.48,11.22,9.35
2010-01-05,Pomegranate,Fruits,29.19,43.78,36.48
2010-01-05,Potato,Vegetables,2.0,24.0,7.94
2010-01-05,Rice,Grains,8.5,80.0,19.32
2010-01-05,Tomato,Vegetables,7.66,11.49,9.58
2010-01-05,Turmeric,Herbs & Spices,45.0,140.5,105.74
2010-01-05,Wheat,Grains,9.0,21.9,14.46
2010-01-05,Watermelon,Fruits,5.81,8.72,7.27
2010-01-05,Pear,Fruits,70.0,70.0,70.0
2010-01-05,Green Onion,Vegetables,2.5,17.1,8.99
2010-01-05,Banana,Fruits,9.36,14.04,11.7
2010-01-05,Green Beans,Vegetables,10.0,22.5,14.75
2010-01-05,Green Hot Pepper,Vegetables,2.0,40.6,12.02
2010-01-05,Apple,Fruits,3.0,95.0,37.15
2010-01-05,Barley,Grains,7.25,12.25,8.65
2010-01-05,Bell Pepper,Vegetables,5.5,41.0,18.62
2010-01-05,Black pepper,Herbs & Spices,80.0,160.0,130.87
2010-01-05,Cantaloupe,Fruits,5.0,18.75,12.92
2010-01-05,Carrot,Vegetables,6.2,9.3,7.75
2010-01-05,Cabbage,Vegetables,4.38,6.58,5.48
2010-01-05,Corn,Grains,6.0,22.25,9.06
2010-01-05,Cucumber,Vegetables,7.48,11.22,9.35
2010-01-05,Cumin,Herbs & Spices,69.8,140.5,118.67
2010-01-05,Eggplant,Vegetables,6.55,9.83,8.19
2010-01-05,Garlic,Vegetables,10.0,85.0,47.83
2010-01-05,Ginger,Herbs & Spices,6.5,73.0,26.28
2010-01-05,Grapes,Fruits,2.5,80.0,30.49
2010-01-05,Coriander Leaves,Herbs & Spices,7.92,11.88,9.9
2010-01-06,Orange,Fruits,2.0,50.0,21.47
2010-01-06,Lemon,Fruits,3.0,100.0,20.01
2010-01-06,Mango,Fruits,36.0,48.0,41.5
2010-01-06,Mint,Herbs & Spices,6.0,75.0,22.0
2010-01-06,Okra,Vegetables,2.5,45.0,18.82
2010-01-06,Onion,Vegetables,11.72,17.58,14.65
2010-01-06,Peach,Fruits,13.0,15.0,14.0
2010-01-06,Guava,Fruits,7.87,11.81,9.84
2010-01-06,Pomegranate,Fruits,2.0,86.0,41.62
2010-01-06,Potato,Vegetables,2.4,28.0,7.52
2010-01-06,Rice,Grains,7.0,80.0,18.67
2010-01-06,Tomato,Vegetables,7.63,11.45,9.54
2010-01-06,Turmeric,Herbs & Spices,40.0,130.0,93.47
2010-01-06,Watermelon,Fruits,5.96,8.95,7.46
2010-01-06,Wheat,Grains,9.0,23.0,14.53
2010-01-06,Pear,Fruits,70.0,70.0,70.0
2010-01-06,Green Onion,Vegetables,3.5,30.0,9.89
2010-01-06,Cucumber,Vegetables,7.39,11.09,9.24
2010-01-06,Green Beans,Vegetables,6.0,48.0,20.29
2010-01-06,Banana,Fruits,9.1,13.66,11.38
2010-01-06,Barley,Grains,7.0,12.4,8.72
2010-01-06,Bell Pepper,Vegetables,5.0,40.0,19.45
2010-01-06,Black pepper,Herbs & Spices,80.0,160.0,129.39
2010-01-06,Cabbage,Vegetables,4.44,6.66,5.55
2010-01-06,Cantaloupe,Fruits,6.0,22.5,12.47
2010-01-06,Carrot,Vegetables,6.43,9.65,8.04
2010-01-06,Apple,Fruits,3.5,110.0,37.7
2010-01-06,Corn,Grains,3.69,28.0,9.21
2010-01-06,Green Hot Pepper,Vegetables,2.5,40.0,11.81
2010-01-06,Cumin,Herbs & Spices,63.4,140.0,117.85
2010-01-06,Eggplant,Vegetables,6.24,9.36,7.8
2010-01-06,Garlic,Vegetables,13.4,85.0,50.0
2010-01-06,Ginger,Herbs & Spices,6.5,105.0,27.64
2010-01-06,Grapes,Fruits,2.5,80.0,31.4
2010-01-06,Coriander Leaves,Herbs & Spices,7.81,11.72,9.77
2010-01-07,Lemon,Fruits,3.0,100.0,19.61
2010-01-07,Mango,Fruits,8.0,34.0,22.67
2010-01-07,Mint,Herbs & Spices,6.0,30.0,14.29
2010-01-07,Okra,Vegetables,14.7,22.05,18.37
2010-01-07,Onion,Vegetables,11.54,17.32,14.43
2010-01-07,Orange,Fruits,2.0,48.0,20.63
2010-01-07,Peach,Fruits,13.0,15.0,14.0
2010-01-07,Rice,Grains,8.0,80.0,18.91
2010-01-07,Pomegranate,Fruits,32.43,48.65,40.54
2010-01-07,Potato,Vegetables,2.5,26.0,7.21
2010-01-07,Tomato,Vegetables,7.61,11.42,9.51
2010-01-07,Turmeric,Herbs & Spices,45.0,150.0,98.35
2010-01-07,Watermelon,Fruits,5.34,8.0,6.67
2010-01-07,Wheat,Grains,9.46,22.0,14.54
2010-01-07,Guava,Fruits,7.92,11.88,9.9
2010-01-07,Pear,Fruits,70.0,70.0,70.0
2010-01-07,Green Onion,Vegetables,2.5,18.1,8.02
2010-01-07,Green Hot Pepper,Vegetables,2.0,40.0,12.1
2010-01-07,Green Beans,Vegetables,10.0,36.0,17.42
2010-01-07,Banana,Fruits,9.41,14.12,11.76
2010-01-07,Barley,Grains,6.0,16.05,8.82
2010-01-07,Bell Pepper,Vegetables,5.0,40.0,18.94
2010-01-07,Black pepper,Herbs & Spices,80.0,160.0,134.74
2010-01-07,Cabbage,Vegetables,4.22,6.33,5.28
2010-01-07,Cantaloupe,Fruits,5.0,20.0,12.33
2010-01-07,Carrot,Vegetables,5.91,8.87,7.39
2010-01-07,Apple,Fruits,4.0,97.5,38.51
2010-01-07,Corn,Grains,4.0,14.0,9.01
2010-01-07,Cucumber,Vegetables,2.0,28.0,10.06
2010-01-07,Cumin,Herbs & Spices,56.25,140.0,116.85
2010-01-07,Eggplant,Vegetables,6.08,9.12,7.6
2010-01-07,Garlic,Vegetables,17.5,85.0,49.53
2010-01-07,Ginger,Herbs & Spices,5.0,800.0,36.09
2010-01-07,Grapes,Fruits,25.35,38.03,31.69
2010-01-07,Coriander Leaves,Herbs & Spices,8.78,13.18,10.98
2010-01-08,Guava,Fruits,7.81,11.71,9.76
2010-01-08,Lemon,Fruits,16.41,24.61,20.51
2010-01-08,Mango,Fruits,28.0,40.0,34.0
2010-01-08,Mint,Herbs & Spices,5.0,70.0,19.75
2010-01-08,Okra,Vegetables,2.5,38.0,18.74
2010-01-08,Onion,Vegetables,12.11,18.16,15.14
2010-01-08,Orange,Fruits,2.0,50.0,20.88
2010-01-08,Potato,Vegetables,2.0,28.0,7.2
2010-01-08,Pear,Fruits,70.0,70.0,70.0
2010-01-08,Pomegranate,Fruits,34.62,51.92,43.27
2010-01-08,Rice,Grains,8.0,90.1,19.95
2010-01-08,Tomato,Vegetables,7.71,11.57,9.64
2010-01-08,Wheat,Grains,9.7,21.0,14.72
2010-01-08,Watermelon,Fruits,2.67,15.0,8.09
2010-01-08,Green Onion,Vegetables,2.5,20.1,7.71
2010-01-08,Peach,Fruits,14.0,18.0,16.0
2010-01-08,Green Hot Pepper,Vegetables,2.0,40.0,12.46
2010-01-08,Turmeric,Herbs & Spices,20.0,150.0,98.18
2010-01-08,Grapes,Fruits,2.5,80.0,32.7
2010-01-08,Green Beans,Vegetables,11.0,48.0,22.75
2010-01-08,Apple,Fruits,4.0,110.0,40.39
2010-01-08,Banana,Fruits,10.02,15.02,12.52
2010-01-08,Barley,Grains,7.5,16.05,8.85
2010-01-08,Bell Pepper,Vegetables,6.34,41.0,18.86
2010-01-08,Cabbage,Vegetables,4.29,6.43,5.36
2010-01-08,Cantaloupe,Fruits,6.0,20.0,13.33
2010-01-08,Black pepper,Herbs & Spices,80.0,160.0,128.71
2010-01-08,Coriander Leaves,Herbs & Spices,8.03,12.05,10.04
2010-01-08,Corn,Grains,6.0,15.0,8.97
2010-01-08,Cucumber,Vegetables,8.08,12.11,10.1
2010-01-08,Cumin,Herbs & Spices,64.5,140.5,116.4
2010-01-08,Eggplant,Vegetables,6.27,9.4,7.83
2010-01-08,Garlic,Vegetables,10.51,100.0,50.3
2010-01-08,Ginger,Herbs & Spices,5.0,50.0,27.55
2010-01-08,Carrot,Vegetables,6.09,9.13,7.61
2010-01-09,Orange,Fruits,3.0,45.0,18.03
2010-01-09,Guava,Fruits,6.52,9.79,8.16
2010-01-09,Lemon,Fruits,4.0,100.0,19.66
2010-01-09,Mint,Herbs & Spices,4.0,70.0,23.5
2010-01-09,Okra,Vegetables,2.0,38.0,19.01
2010-01-09,Onion,Vegetables,11.35,17.03,14.19
2010-01-09,Peach,Fruits,15.0,18.0,16.0
2010-01-09,Wheat,Grains,10.01,21.5,14.62
2010-01-09,Pomegranate,Fruits,30.7,46.04,38.37
2010-01-09,Potato,Vegetables,2.0,24.0,6.16
2010-01-09,Rice,Grains,5.5,80.0,19.04
2010-01-09,Tomato,Vegetables,7.17,10.76,8.97
2010-01-09,Turmeric,Herbs & Spices,38.5,150.0,81.75
2010-01-09,Green Onion,Vegetables,6.16,9.25,7.71
2010-01-09,Pear,Fruits,70.0,70.0,70.0
2010-01-09,Green Hot Pepper,Vegetables,2.0,40.0,11.43
2010-01-09,Watermelon,Fruits,3.0,21.0,10.19
2010-01-09,Grapes,Fruits,25.59,38.39,31.99
2010-01-09,Apple,Fruits,3.0,105.0,36.95
2010-01-09,Banana,Fruits,8.33,12.49,10.41
2010-01-09,Barley,Grains,7.54,16.5,9.34
2010-01-09,Bell Pepper,Vegetables,7.0,26.0,16.67
2010-01-09,Black pepper,Herbs & Spices,120.0,140.0,130.0
2010-01-09,Cabbage,Vegetables,4.02,6.03,5.02
2010-01-09,Cantaloupe,Fruits,7.5,20.0,14.79
2010-01-09,Green Beans,Vegetables,5.0,16.0,11.76
2010-01-09,Coriander Leaves,Herbs & Spices,6.65,9.97,8.31
2010-01-09,Corn,Grains,6.5,13.0,9.04
2010-01-09,Cucumber,Vegetables,7.51,11.27,9.39
2010-01-09,Cumin,Herbs & Spices,45.7,140.0,110.68
2010-01-09,Eggplant,Vegetables,5.76,8.64,7.2
2010-01-09,Garlic,Vegetables,12.5,80.0,48.62
2010-01-09,Ginger,Herbs & Spices,7.4,50.0,27.58
2010-01-09,Carrot,Vegetables,5.3,7.95,6.62
2010-01-10,Guava,Fruits,6.41,9.62,8.02
2010-01-10,Lemon,Fruits,4.0,107.5,21.77
2010-01-10,Mint,Herbs & Spices,10.0,70.0,30.25
2010-01-10,Okra,Vegetables,14.73,22.1,18.41
2010-01-10,Onion,Vegetables,11.36,17.03,14.19
2010-01-10,Orange,Fruits,6.0,40.0,15.0
2010-01-10,Peach,Fruits,13.0,18.0,16.5
2010-01-10,Rice,Grains,2.0,35.0,18.47
2010-01-10,Pomegranate,Fruits,2.0,173.0,34.37
2010-01-10,Potato,Vegetables,3.0,20.0,6.51
2010-01-10,Tomato,Vegetables,6.92,10.39,8.65
2010-01-10,Turmeric,Herbs & Spices,45.0,95.5,82.91
2010-01-10,Watermelon,Fruits,3.5,10.0,7.25
2010-01-10,Green Onion,Vegetables,3.5,15.1,7.85
2010-01-10,Pear,Fruits,70.0,70.0,70.0
2010-01-10,Wheat,Grains,10.8,20.0,13.92
2010-01-10,Green Hot Pepper,Vegetables,2.25,40.0,11.72
2010-01-10,Grapes,Fruits,3.0,80.0,35.36
2010-01-10,Green Beans,Vegetables,8.5,8.5,8.5
2010-01-10,Apple,Fruits,3.0,80.0,35.06
2010-01-10,Banana,Fruits,3.0,30.0,10.01
2010-01-10,Barley,Grains,7.75,17.05,9.73
2010-01-10,Cabbage,Vegetables,4.28,6.42,5.35
2010-01-10,Cantaloupe,Fruits,8.0,12.0,10.5
2010-01-10,Bell Pepper,Vegetables,6.0,22.0,15.42
2010-01-10,Coriander Leaves,Herbs & Spices,8.03,12.05,10.04
2010-01-10,Corn,Grains,4.8,12.0,8.78
2010-01-10,Cucumber,Vegetables,7.81,11.72,9.76
2010-01-10,Eggplant,Vegetables,6.12,9.18,7.65
2010-01-10,Garlic,Vegetables,17.75,85.0,52.26
2010-01-10,Ginger,Herbs & Spices,2.0,41.0,26.29
2010-01-10,Carrot,Vegetables,5.21,7.82,6.51
2010-01-11,Orange,Fruits,16.4,24.6,20.5
2010-01-11,Guava,Fruits,7.32,10.98,9.15
2010-01-11,Lemon,Fruits,3.0,115.0,20.89
2010-01-11,Mint,Herbs & Spices,4.0,20.0,13.4
2010-01-11,Okra,Vegetables,15.38,23.08,19.23
2010-01-11,Onion,Vegetables,11.3,16.95,14.12
2010-01-11,Peach,Fruits,13.0,15.0,14.0
2010-01-11,Wheat,Grains,9.65,22.0,14.64
2010-01-11,Potato,Vegetables,2.0,28.0,6.61
2010-01-11,Rice,Grains,7.0,80.0,19.02
2010-01-11,Tomato,Vegetables,7.72,11.58,9.65
2010-01-11,Turmeric,Herbs & Spices,45.0,150.0,94.41
2010-01-11,Watermelon,Fruits,5.44,8.16,6.8
2010-01-11,Green Onion,Vegetables,3.0,17.1,7.78
2010-01-11,Pomegranate,Fruits,3.0,85.0,42.48
2010-01-11,Green Hot Pepper,Vegetables,2.5,55.0,12.46
2010-01-11,Corn,Grains,4.46,14.25,8.94
2010-01-11,Grapes,Fruits,25.08,37.63,31.36
2010-01-11,Apple,Fruits,3.5,102.5,37.24
2010-01-11,Banana,Fruits,9.33,14.0,11.66
2010-01-11,Barley,Grains,7.5,10.55,8.74
2010-01-11,Bell Pepper,Vegetables,6.0,45.0,18.26
2010-01-11,Black pepper,Herbs & Spices,80.0,160.0,131.23
2010-01-11,Cabbage,Vegetables,4.04,6.07,5.05
2010-01-11,Cantaloupe,Fruits,5.0,18.75,11.5
2010-01-11,Green Beans,Vegetables,12.0,50.0,23.5
2010-01-11,Coriander Leaves,Herbs & Spices,7.59,11.38,9.48
2010-01-11,Carrot,Vegetables,5.98,8.97,7.48
2010-01-11,Cucumber,Vegetables,8.54,12.81,10.68
2010-01-11,Cumin,Herbs & Spices,63.2,140.0,114.27
2010-01-11,Eggplant,Vegetables,6.49,9.74,8.11
2010-01-11,Garlic,Vegetables,10.01,85.0,50.98
2010-01-11,Ginger,Herbs & Spices,5.0,70.0,25.6
2010-01-12,Guava,Fruits,7.72,11.57,9.65
2010-01-12,Lemon,Fruits,3.0,120.0,19.96
2010-01-12,Okra,Vegetables,2.0,45.0,19.18
2010-01-12,Onion,Vegetables,11.34,17.02,14.18
2010-01-12,Orange,Fruits,15.51,23.26,19.39
2010-01-12,Peach,Fruits,15.0,16.0,15.5
2010-01-12,Pear,Fruits,70.0,70.0,70.0
2010-01-12,Rice,Grains,16.48,24.72,20.6
2010-01-12,Potato,Vegetables,2.0,26.0,6.57
2010-01-12,Green Onion,Vegetables,3.5,16.1,8.0
2010-01-12,Tomato,Vegetables,7.92,11.88,9.9
2010-01-12,Turmeric,Herbs & Spices,45.0,150.0,106.44
2010-01-12,Watermelon,Fruits,3.33,15.14,8.3
2010-01-12,Wheat,Grains,10.05,22.11,14.8
2010-01-12,Pomegranate,Fruits,4.0,86.0,41.87
2010-01-12,Green Hot Pepper,Vegetables,2.5,50.0,12.32
2010-01-12,Mint,Herbs & Spices,4.0,20.0,12.4
2010-01-12,Grapes,Fruits,26.53,39.8,33.17
2010-01-12,Green Beans,Vegetables,8.0,35.0,18.54
2010-01-12,Banana,Fruits,9.96,14.93,12.44
2010-01-12,Barley,Grains,6.55,12.25,8.74
2010-01-12,Bell Pepper,Vegetables,6.0,45.0,19.43
2010-01-12,Black pepper,Herbs & Spices,80.0,160.0,133.1
2010-01-12,Cabbage,Vegetables,4.08,6.11,5.09
2010-01-12,Cantaloupe,Fruits,5.0,20.0,12.11
2010-01-12,Carrot,Vegetables,5.79,8.69,7.24
2010-01-12,Apple,Fruits,2.8,100.0,40.47
2010-01-12,Corn,Grains,4.0,86.0,8.99
2010-01-12,Cucumber,Vegetables,7.84,11.75,9.8
2010-01-12,Cumin,Herbs & Spices,62.9,178.0,115.46
2010-01-12,Eggplant,Vegetables,6.55,9.82,8.18
2010-01-12,Garlic,Vegetables,11.0,95.0,49.37
2010-01-12,Ginger,Herbs & Spices,3.0,70.0,26.78
2010-01-12,Coriander Leaves,Herbs & Spices,7.35,11.02,9.19
2010-01-13,Guava,Fruits,7.1,10.65,8.87
2010-01-13,Lemon,Fruits,4.0,125.0,18.72
2010-01-13,Mango,Fruits,39.0,40.0,39.5
2010-01-13,Mint,Herbs & Spices,3.0,70.0,21.88
2010-01-13,Okra,Vegetables,3.0,40.0,19.02
2010-01-13,Onion,Vegetables,11.19,16.79,13.99
2010-01-13,Orange,Fruits,2.0,50.0,22.26
2010-01-13,Potato,Vegetables,2.0,30.0,6.74
2010-01-13,Pear,Fruits,70.0,70.0,70.0
2010-01-13,Pomegranate,Fruits,31.01,46.52,38.76
2010-01-13,Rice,Grains,7.0,100.0,19.18
2010-01-13,Tomato,Vegetables,7.62,11.43,9.53
2010-01-13,Turmeric,Herbs & Spices,38.0,150.0,96.65
2010-01-13,Watermelon,Fruits,2.0,20.0,8.22
2010-01-13,Green Onion,Vegetables,2.5,20.1,7.83
2010-01-13,Peach,Fruits,14.0,16.0,15.0
2010-01-13,Green Hot Pepper,Vegetables,2.0,40.0,12.4
2010-01-13,Wheat,Grains,10.25,22.0,14.61
2010-01-13,Grapes,Fruits,24.56,36.85,30.7
2010-01-13,Apple,Fruits,3.5,105.0,40.09
2010-01-13,Banana,Fruits,9.31,13.97,11.64
2010-01-13,Barley,Grains,7.5,11.25,9.01
2010-01-13,Bell Pepper,Vegetables,6.0,60.0,19.33
2010-01-13,Black pepper,Herbs & Spices,80.0,160.0,130.77
2010-01-13,Cabbage,Vegetables,4.05,6.08,5.07
2010-01-13,Cantaloupe,Fruits,8.75,21.25,14.58
2010-01-13,Green Beans,Vegetables,8.0,40.0,20.27
2010-01-13,Coriander Leaves,Herbs & Spices,6.07,9.1,7.59
2010-01-13,Corn,Grains,6.32,28.0,9.12
2010-01-13,Cucumber,Vegetables,8.11,12.16,10.13
2010-01-13,Cumin,Herbs & Spices,70.0,140.0,110.33
2010-01-13,Eggplant,Vegetables,6.45,9.68,8.07
2010-01-13,Garlic,Vegetables,10.0,85.0,47.62
2010-01-13,Ginger,Herbs & Spices,6.5,50.0,25.86
2010-01-13,Carrot,Vegetables,5.81,8.72,7.26
2010-01-14,Lemon,Fruits,2.0,70.0,19.67
2010-01-14,Mango,Fruits,34.0,44.0,39.5
2010-01-14,Mint,Herbs & Spices,12.0,70.0,27.38
2010-01-14,Okra,Vegetables,14.7,22.05,18.38
2010-01-14,Onion,Vegetables,11.71,17.57,14.64
2010-01-14,Orange,Fruits,14.49,21.74,18.12
2010-01-14,Peach,Fruits,20.0,25.0,23.0
2010-01-14,Rice,Grains,8.0,80.0,18.95
2010-01-14,Pomegranate,Fruits,4.0,87.0,40.72
2010-01-14,Potato,Vegetables,2.0,39.0,6.45
2010-01-14,Tomato,Vegetables,8.1,12.15,10.13
2010-01-14,Turmeric,Herbs & Spices,45.0,130.0,97.92
2010-01-14,Watermelon,Fruits,3.35,18.0,8.22
2010-01-14,Guava,Fruits,6.35,9.52,7.93
2010-01-14,Pear,Fruits,70.0,70.0,70.0
2010-01-14,Green Onion,Vegetables,5.0,21.0,9.75
2010-01-14,Wheat,Grains,10.0,21.0,13.98
2010-01-14,Green Beans,Vegetables,5.6,50.0,20.9
2010-01-14,Green Hot Pepper,Vegetables,2.0,45.0,13.12
2010-01-14,Apple,Fruits,3.0,95.0,33.18
2010-01-14,Banana,Fruits,10.16,15.24,12.7
2010-01-14,Barley,Grains,7.75,10.5,8.91
2010-01-14,Cabbage,Vegetables,4.51,6.77,5.64
